,Index1,Index2,Interaction Strength
306,4994.0,6535.0,1.696565
307,1235.0,24332.0,1.6965339
308,6737.0,8342.0,1.6965234
309,3718.0,15309.0,1.6965208
310,2049.0,24146.0,1.6965086
311,9114.0,15886.0,1.6964942
312,21405.0,27260.0,1.6964871
313,645.0,4994.0,1.6964859
314,2379.0,16828.0,1.6964571
315,2761.0,13371.0,1.6964568
316,1991.0,15909.0,1.6964238
317,11863.0,17381.0,1.6963842
318,22196.0,24210.0,1.6963699
319,13371.0,21479.0,1.6963394
320,10085.0,27667.0,1.6963166
321,16738.0,17152.0,1.6962819
322,708.0,17381.0,1.6962781
323,13203.0,27157.0,1.6962677
324,4358.0,24984.0,1.6962558
325,2829.0,17142.0,1.6961726
326,7134.0,23022.0,1.696149
327,3444.0,16738.0,1.6961241
328,8467.0,23757.0,1.6960169
329,10203.0,18445.0,1.695945
330,371.0,5215.0,1.6959242
331,4987.0,16522.0,1.6958928
332,8614.0,10681.0,1.6958793
333,24275.0,25162.0,1.6958318
334,885.0,13993.0,1.6958303
335,15058.0,24933.0,1.6958174
336,9645.0,25215.0,1.6957519
337,7636.0,15909.0,1.6957515
338,13203.0,17278.0,1.695737
339,13231.0,25724.0,1.6957314
340,8614.0,26417.0,1.6957223
341,408.0,21077.0,1.6957036
342,8940.0,14773.0,1.6956966
343,3940.0,25162.0,1.6956496
344,12385.0,24011.0,1.6956272
345,15556.0,17929.0,1.6956125
346,8558.0,18759.0,1.6956053
347,10735.0,20497.0,1.6955929
348,160.0,10262.0,1.6955442
349,7134.0,23648.0,1.6955304
350,3444.0,4794.0,1.6955229
351,10203.0,14779.0,1.6955148
352,2379.0,4794.0,1.6954708
353,5109.0,16828.0,1.6954485
354,13566.0,27687.0,1.6954485
355,17142.0,17317.0,1.6954446
356,9417.0,17381.0,1.6953882
357,8384.0,27687.0,1.695381
358,17381.0,20282.0,1.6953416
359,5357.0,27260.0,1.695338
360,4264.0,17317.0,1.6953242
361,6816.0,7735.0,1.695321
362,6925.0,19853.0,1.6952848
363,529.0,13203.0,1.695282
364,14061.0,25972.0,1.69527
365,7976.0,16625.0,1.6952206
366,2829.0,12012.0,1.6952099
367,25414.0,25972.0,1.6952062
368,10735.0,16625.0,1.6952052
369,16754.0,24709.0,1.6951979
370,12099.0,24433.0,1.6951617
371,7134.0,18445.0,1.6950881
372,12385.0,15439.0,1.695073
373,12688.0,25215.0,1.695036
374,4987.0,22852.0,1.6950096
375,15309.0,27243.0,1.6949991
376,6773.0,13371.0,1.6949707
377,1659.0,8089.0,1.6949496
378,1042.0,16826.0,1.6949439
379,6925.0,24275.0,1.6949097
380,8161.0,17929.0,1.6948476
381,24834.0,26785.0,1.6948377
382,6737.0,15345.0,1.694824
383,15909.0,19291.0,1.6948123
384,12621.0,16625.0,1.6947894
385,19853.0,25855.0,1.6947771
386,3291.0,25215.0,1.6947352
387,3918.0,23901.0,1.694717
388,12385.0,18742.0,1.6946156
389,2829.0,26640.0,1.694473
390,11824.0,26838.0,1.6944556
391,8558.0,25855.0,1.694455
392,17691.0,25855.0,1.6944389
393,8614.0,20141.0,1.694414
394,609.0,844.0,1.6943307
395,24933.0,25972.0,1.694291
396,23218.0,25215.0,1.694285
397,7637.0,26838.0,1.6942285
398,4009.0,23042.0,1.6942189
399,2829.0,3388.0,1.6942182
400,6191.0,15556.0,1.6941795
401,12565.0,17278.0,1.6941575
402,17317.0,17711.0,1.6941438
403,1703.0,4865.0,1.69406
404,2007.0,7838.0,1.694011
405,13371.0,22499.0,1.6939572
406,8202.0,24933.0,1.6939286
407,14702.0,27260.0,1.6939273
408,15721.0,16738.0,1.6939172
409,12385.0,12926.0,1.6938642
410,2053.0,16754.0,1.6938455
411,2000.0,8614.0,1.6938345
412,19953.0,24059.0,1.6938329
413,84.0,27260.0,1.6938167
414,4358.0,7134.0,1.6938161
415,9458.0,17691.0,1.6938034
416,13690.0,16754.0,1.693687
417,4987.0,10571.0,1.6936792
418,9787.0,24924.0,1.6936469
419,22961.0,27687.0,1.6936419
420,14677.0,18445.0,1.6936296
421,6737.0,19714.0,1.6935915
422,17310.0,17317.0,1.6935713
423,17393.0,24834.0,1.6935114
424,16798.0,22852.0,1.6935055
425,17836.0,19853.0,1.6934986
426,12633.0,13371.0,1.6934708
427,8940.0,18445.0,1.6934587
428,6737.0,12877.0,1.693453
429,5148.0,12385.0,1.6934425
430,3048.0,6257.0,1.6934419
431,12565.0,13134.0,1.6934394
432,12385.0,25846.0,1.693438
433,8614.0,26362.0,1.6934084
434,12562.0,21335.0,1.6934067
435,10289.0,26785.0,1.6933906
436,10384.0,21421.0,1.6933657
437,4865.0,19953.0,1.6933556
438,420.0,22196.0,1.693353
439,18407.0,27260.0,1.6932849
440,7953.0,13371.0,1.693283
441,15886.0,19942.0,1.6931984
442,17814.0,27260.0,1.6931971
443,6925.0,22288.0,1.6931704
444,4865.0,24275.0,1.6931528
445,14855.0,16828.0,1.6931508
446,5215.0,14637.0,1.6931429
447,13231.0,15263.0,1.6931332
448,11891.0,12385.0,1.6930677
449,17929.0,26018.0,1.693045
450,961.0,6925.0,1.6930349
451,5527.0,10384.0,1.6930213
452,8405.0,15309.0,1.6930158
453,24076.0,25972.0,1.6929737
454,1791.0,9458.0,1.6929705
455,2080.0,12385.0,1.6929392
456,770.0,3230.0,1.6929153
457,20186.0,27243.0,1.6929086
458,21026.0,22288.0,1.6929061
459,2820.0,2829.0,1.6928937
460,5860.0,15886.0,1.6928865
461,17317.0,27114.0,1.6928704
462,3230.0,25939.0,1.6927963
463,8614.0,17022.0,1.6927845
464,14677.0,23042.0,1.6927329
465,18436.0,24059.0,1.6927055
466,666.0,8614.0,1.6926961
467,14504.0,20497.0,1.69269
468,24217.0,25972.0,1.692619
469,408.0,8467.0,1.6925946
470,2120.0,26838.0,1.692584
471,25947.0,25972.0,1.6925577
472,12385.0,22713.0,1.6925076
473,13371.0,18839.0,1.6924887
474,7735.0,24146.0,1.6924851
475,13559.0,16738.0,1.6924682
476,3718.0,21335.0,1.6924423
477,16035.0,24592.0,1.6924294
478,13203.0,14610.0,1.6924226
479,6962.0,17317.0,1.6923932
480,8614.0,24217.0,1.6923807
481,17361.0,21335.0,1.6923525
482,12877.0,17018.0,1.6923488
483,4987.0,8972.0,1.6923456
484,5215.0,7495.0,1.69232
485,2829.0,27702.0,1.692297
486,823.0,11024.0,1.69228
487,12385.0,27596.0,1.6922499
488,12385.0,25963.0,1.6922498
489,12877.0,23022.0,1.692209
490,26838.0,27788.0,1.6922076
491,5215.0,8149.0,1.6921995
492,4594.0,4994.0,1.6921896
493,770.0,6737.0,1.6921837
494,2391.0,24933.0,1.6921781
495,3230.0,17691.0,1.692164
496,6086.0,17361.0,1.6921594
497,15886.0,24059.0,1.6921332
498,5670.0,22336.0,1.6921215
499,5175.0,17361.0,1.6921076
500,1659.0,24059.0,1.6921027
501,6174.0,12385.0,1.6920897
502,16720.0,24095.0,1.6920244
503,6410.0,16429.0,1.6919583
504,3423.0,25162.0,1.6919233
505,17393.0,27687.0,1.6918966
506,7002.0,21335.0,1.6918887
507,408.0,9257.0,1.6918515
508,21154.0,25972.0,1.6918329
509,6497.0,16167.0,1.6918238
510,4092.0,8614.0,1.6917087
511,16625.0,24064.0,1.6917
512,12385.0,22299.0,1.6916775
513,823.0,3048.0,1.6916556
514,12668.0,25215.0,1.6916229
515,2829.0,3444.0,1.6916194
516,8102.0,13371.0,1.6915998
517,15909.0,16238.0,1.691598
518,17381.0,21372.0,1.6915953
519,17361.0,23808.0,1.6915754
520,10262.0,25158.0,1.6915559
521,6648.0,15909.0,1.6915482
522,11939.0,12385.0,1.6915373
523,1933.0,6737.0,1.6915216
524,1863.0,21335.0,1.6914754
525,6932.0,25972.0,1.6913581
526,12385.0,17151.0,1.6913108
527,13134.0,17691.0,1.6913035
528,1863.0,23042.0,1.6912969
529,14677.0,27443.0,1.6911799
530,17121.0,20282.0,1.6911337
531,471.0,5462.0,1.6911298
532,3070.0,4987.0,1.6910688
533,5010.0,12099.0,1.6910574
534,1388.0,18666.0,1.6910523
535,16625.0,25515.0,1.6910301
536,4794.0,17152.0,1.6910231
537,4994.0,14610.0,1.6910021
538,8614.0,17585.0,1.6909934
539,1991.0,12385.0,1.6909734
540,17381.0,18496.0,1.6909596
541,17317.0,26636.0,1.690956
542,12385.0,17950.0,1.6909542
543,530.0,19853.0,1.6909211
544,12853.0,20497.0,1.6909071
545,12385.0,19038.0,1.6909034
546,10085.0,22184.0,1.6908861
547,11034.0,24275.0,1.6908785
548,2829.0,3114.0,1.6908699
549,13566.0,22288.0,1.6908594
550,488.0,20497.0,1.69085
551,1235.0,10203.0,1.6908288
552,24711.0,27875.0,1.6908113
553,10205.0,17381.0,1.6907992
554,4807.0,17381.0,1.6907849
555,14913.0,17317.0,1.6907288
556,4987.0,11746.0,1.690723
557,4358.0,10735.0,1.690703
558,4994.0,9166.0,1.6906685
559,16720.0,19599.0,1.6906638
560,18702.0,24146.0,1.6906344
561,15556.0,24883.0,1.6906251
562,6086.0,17761.0,1.690596
563,8560.0,24095.0,1.6905931
564,3234.0,17317.0,1.6905832
565,3234.0,16825.0,1.6905569
566,14055.0,15556.0,1.6905303
567,3319.0,22852.0,1.6905223
568,1932.0,15909.0,1.6905198
569,844.0,24519.0,1.6905072
570,3234.0,10203.0,1.6904839
571,2829.0,9000.0,1.690469
572,15909.0,16305.0,1.6904116
573,6257.0,9080.0,1.6903745
574,8323.0,16625.0,1.6903697
575,17447.0,25215.0,1.6903689
576,12099.0,23659.0,1.6903672
577,1659.0,26838.0,1.6903328
578,4994.0,11872.0,1.6903163
579,4633.0,8531.0,1.6902859
580,3388.0,23808.0,1.690233
581,18531.0,23808.0,1.6901813
582,6988.0,25215.0,1.6901463
583,15309.0,15351.0,1.6901002
584,5215.0,12709.0,1.6900915
585,13371.0,21784.0,1.690081
586,12424.0,17361.0,1.690069
587,1863.0,24243.0,1.6900299
588,15211.0,17317.0,1.6900132
589,17998.0,26838.0,1.6900107
590,8638.0,12385.0,1.6900083
591,26333.0,27260.0,1.6899948
592,2379.0,5169.0,1.6899908
593,8378.0,25972.0,1.689958
594,3269.0,10085.0,1.6899554
595,14794.0,25775.0,1.6899424
596,5365.0,24146.0,1.6899247
597,16828.0,17361.0,1.6899015
598,8614.0,21472.0,1.6898671
599,4675.0,12099.0,1.6898621
600,12385.0,27490.0,1.6898463
601,17393.0,23808.0,1.6898352
602,12385.0,27764.0,1.689832
603,885.0,16798.0,1.6898092
604,338.0,15309.0,1.689775
605,2299.0,16828.0,1.6897584
606,21681.0,25972.0,1.6897494
607,530.0,22852.0,1.6897177
608,16522.0,20497.0,1.6897131
609,3909.0,23042.0,1.6896564
610,5734.0,21335.0,1.6896356
611,7838.0,8730.0,1.6896316
612,9873.0,20497.0,1.6896278
613,2049.0,11034.0,1.6896161
614,15909.0,24519.0,1.6895883
615,12044.0,12385.0,1.6895877
616,844.0,23244.0,1.6895223
617,4554.0,15309.0,1.6895181
618,16720.0,22961.0,1.689505
619,3360.0,6135.0,1.6895031
620,22336.0,27875.0,1.6894922
621,2829.0,16238.0,1.6894569
622,338.0,16754.0,1.6894413
623,22852.0,26385.0,1.6894363
624,17381.0,19291.0,1.689294
625,13371.0,24486.0,1.6892759
626,4257.0,8614.0,1.689262
627,1853.0,13371.0,1.6892445
628,10844.0,25972.0,1.6892208
629,17381.0,21222.0,1.6892146
630,17278.0,23042.0,1.6891909
631,23808.0,24519.0,1.6890622
632,7637.0,16738.0,1.6889688
633,1194.0,8614.0,1.6889619
634,844.0,11024.0,1.6889594
635,8485.0,17691.0,1.6889534
636,6149.0,13371.0,1.6889145
637,12022.0,21407.0,1.6889124
638,8560.0,25972.0,1.6888183
639,6489.0,24933.0,1.6888125
640,15321.0,25215.0,1.6887887
641,2120.0,25946.0,1.688769
642,6135.0,15309.0,1.6887366
643,12651.0,26838.0,1.6887323
644,16828.0,20625.0,1.688711
645,18666.0,20497.0,1.68871
646,17381.0,25515.0,1.688708
647,2670.0,15909.0,1.688706
648,5175.0,17804.0,1.6886992
649,21200.0,25972.0,1.6886953
650,11154.0,25215.0,1.6886503
651,17381.0,20086.0,1.6886377
652,5169.0,19714.0,1.6886296
653,3731.0,6257.0,1.6886235
654,6497.0,12022.0,1.6886106
655,12877.0,26806.0,1.6886094
656,530.0,2050.0,1.6885877
657,5527.0,12877.0,1.6885675
658,21472.0,23042.0,1.6885588
659,4415.0,24275.0,1.6885436
660,1235.0,19599.0,1.6884841
661,5881.0,24275.0,1.6884516
662,12210.0,22336.0,1.6883606
663,760.0,15556.0,1.6883454
664,1571.0,16625.0,1.6883135
665,4358.0,16826.0,1.6882787
666,844.0,11034.0,1.6882389
667,1235.0,6925.0,1.6882168
668,15412.0,15909.0,1.6882069
669,4994.0,10289.0,1.6881903
670,6988.0,13566.0,1.6881793
671,12385.0,25339.0,1.6881769
672,2829.0,2877.0,1.6881626
673,885.0,16825.0,1.6881434
674,1089.0,12099.0,1.6881233
675,18425.0,27260.0,1.6880867
676,2120.0,19679.0,1.6880555
677,6191.0,25215.0,1.6880401
678,823.0,12385.0,1.6880019
679,13097.0,15556.0,1.6880004
680,13371.0,25713.0,1.6879741
681,844.0,27687.0,1.68797
682,13371.0,23912.0,1.6879526
683,17317.0,21589.0,1.6879061
684,6135.0,12099.0,1.6878791
685,5175.0,19953.0,1.6878542
686,2230.0,5175.0,1.6878288
687,15556.0,19011.0,1.6877807
688,6925.0,21923.0,1.6877766
689,12385.0,13681.0,1.6877514
690,16625.0,19953.0,1.6876875
691,5175.0,15285.0,1.6876155
692,8614.0,8954.0,1.6876113
693,14860.0,27388.0,1.6875675
694,26184.0,26414.0,1.6874511
695,3900.0,8614.0,1.6873982
696,12385.0,26121.0,1.6873823
697,13231.0,21923.0,1.6873358
698,4994.0,8485.0,1.6872667
699,13097.0,27260.0,1.6872541
700,2120.0,24971.0,1.6872331
701,10262.0,14860.0,1.6871111
702,19272.0,26228.0,1.6871068
703,2050.0,5175.0,1.6870943
704,4676.0,21335.0,1.6870805
705,9151.0,18496.0,1.687061
706,4994.0,11413.0,1.6870372
707,16720.0,24625.0,1.6870326
708,23938.0,27157.0,1.687012
709,4112.0,17381.0,1.6869925
710,25685.0,26838.0,1.686988
711,24217.0,27260.0,1.6869831
712,8614.0,25946.0,1.6869515
713,10290.0,17929.0,1.686936
714,2593.0,12385.0,1.6869224
715,11672.0,25963.0,1.6869209
716,8049.0,23901.0,1.6869005
717,12442.0,15245.0,1.6868834
718,2829.0,5275.0,1.6868826
719,5215.0,8765.0,1.6868826
720,12877.0,26649.0,1.6868578
721,19226.0,25215.0,1.6868467
722,4794.0,23727.0,1.6868266
723,3478.0,7735.0,1.6867822
724,12385.0,27899.0,1.6867554
725,15909.0,22593.0,1.6867462
726,13993.0,24059.0,1.6867359
727,8102.0,20497.0,1.6867312
728,3629.0,21407.0,1.6866332
729,13371.0,16609.0,1.6865901
730,6191.0,23042.0,1.6865829
731,709.0,20497.0,1.6865641
732,20427.0,25972.0,1.6865486
733,8940.0,10384.0,1.6865308
734,949.0,17317.0,1.6864829
735,69.0,16828.0,1.686475
736,19679.0,27859.0,1.6864686
737,4994.0,24430.0,1.6864623
738,4994.0,10205.0,1.6864601
739,17381.0,19679.0,1.6864424
740,16625.0,22384.0,1.6864066
741,12385.0,25713.0,1.6864064
742,5175.0,18702.0,1.6863952
743,2829.0,5984.0,1.6863718
744,7895.0,8560.0,1.6863561
745,12826.0,27260.0,1.6863518
746,12565.0,15058.0,1.6863438
747,9257.0,15886.0,1.6863307
748,961.0,8940.0,1.6862979
749,20186.0,23808.0,1.6862812
750,16828.0,25939.0,1.6862763
751,471.0,10501.0,1.6862712
752,2859.0,6257.0,1.6862196
753,10262.0,21407.0,1.6861619
754,4987.0,13626.0,1.6861424
755,12127.0,27260.0,1.686133
756,12385.0,25153.0,1.6860832
757,6257.0,11891.0,1.6860769
758,7398.0,19679.0,1.6860707
759,8202.0,25972.0,1.6860578
760,8614.0,12193.0,1.6859974
761,9787.0,16167.0,1.6859429
762,6257.0,18108.0,1.6859324
763,2829.0,4807.0,1.6859156
764,12688.0,16625.0,1.6859127
765,17751.0,26838.0,1.685877
766,2829.0,15402.0,1.6858693
767,4987.0,25234.0,1.6858629
768,530.0,3423.0,1.6858431
769,9458.0,13371.0,1.6858233
770,14610.0,15556.0,1.6857615
771,844.0,17381.0,1.6857566
772,8614.0,8635.0,1.6857173
773,6410.0,15285.0,1.685715
774,17381.0,26116.0,1.6856952
775,2942.0,4987.0,1.6856908
776,13371.0,22774.0,1.6856741
777,2829.0,23736.0,1.6856726
778,2412.0,23901.0,1.685665
779,660.0,12385.0,1.685661
780,16720.0,27719.0,1.685647
781,823.0,19437.0,1.6856222
