,Index1,Index2,Interaction Strength
223,5137.0,16170.0,809.0592
224,12346.0,16170.0,808.4871
225,3883.0,16170.0,808.0646
226,916.0,16170.0,806.66437
227,3581.0,11910.0,806.1564
228,8741.0,16170.0,805.91296
229,16170.0,20927.0,805.20807
230,2531.0,3581.0,804.9891
231,3581.0,11346.0,804.33203
232,5682.0,16170.0,803.7943
233,15880.0,27577.0,803.45905
234,16170.0,22108.0,803.23
235,16170.0,23861.0,803.16187
236,512.0,16170.0,803.0855
237,12123.0,16170.0,803.025
238,16170.0,23310.0,801.38434
239,7468.0,16170.0,801.28235
240,3581.0,9494.0,801.19525
241,7097.0,15880.0,800.9835
242,12440.0,16170.0,800.87354
243,2366.0,15880.0,800.35223
244,15880.0,25525.0,799.7977
245,1632.0,16170.0,799.7638
246,16170.0,20674.0,799.5744
247,8566.0,16170.0,798.21924
248,15889.0,16170.0,797.2912
249,3581.0,19520.0,796.55005
250,16170.0,20030.0,796.04755
251,4984.0,16170.0,795.7402
252,16170.0,21975.0,794.5753
253,6444.0,16170.0,794.40283
254,16170.0,26822.0,793.56116
255,16170.0,24528.0,793.15137
256,7626.0,16170.0,792.6525
257,15880.0,16370.0,792.60767
258,5722.0,25044.0,791.4224
259,1558.0,16170.0,791.3038
260,9923.0,16170.0,791.0184
261,7834.0,16170.0,790.5938
262,5353.0,16170.0,790.481
263,16170.0,18750.0,790.1706
264,4065.0,16170.0,788.4824
265,4174.0,15880.0,786.90173
266,8.0,3581.0,786.1302
267,9916.0,16170.0,786.0893
268,4712.0,16170.0,785.89374
269,9599.0,16170.0,785.75354
270,16170.0,19731.0,784.5993
271,12743.0,16170.0,784.50714
272,3692.0,15880.0,783.3414
273,16170.0,26834.0,783.2791
274,7913.0,16170.0,782.8491
275,1416.0,15880.0,781.45544
276,3581.0,12109.0,781.4051
277,16170.0,16218.0,781.0082
278,12273.0,16170.0,780.92114
279,822.0,16170.0,780.4038
280,16170.0,18438.0,780.30347
281,1339.0,8927.0,780.0079
282,12301.0,16170.0,779.6763
283,11457.0,16170.0,778.5456
284,16170.0,19471.0,778.3005
285,16170.0,18211.0,776.7633
286,13404.0,16170.0,776.24866
287,16170.0,25425.0,774.7076
288,4605.0,17241.0,774.3998
289,3516.0,16170.0,773.4756
290,16170.0,20362.0,773.0825
291,2842.0,3581.0,772.97504
292,3581.0,4512.0,772.81824
293,3408.0,16170.0,772.06494
294,3088.0,15880.0,771.7726
295,16170.0,16450.0,771.08624
296,3581.0,7391.0,769.3633
297,16170.0,19377.0,769.0943
298,5385.0,16170.0,768.88477
299,12150.0,15880.0,768.7195
300,9571.0,16170.0,768.548
301,16170.0,21253.0,767.99713
302,15880.0,26057.0,766.5738
303,13820.0,16170.0,766.4291
304,12479.0,17241.0,766.21796
305,2641.0,3581.0,765.63086
306,15548.0,16170.0,765.3285
307,16170.0,20847.0,765.252
308,16170.0,20728.0,765.21747
309,16170.0,23205.0,764.9005
310,19120.0,26522.0,764.82935
311,13304.0,16170.0,764.828
312,1946.0,17241.0,764.78485
313,20799.0,25188.0,764.53784
314,3581.0,14484.0,764.50745
315,16170.0,23575.0,763.995
316,16170.0,19884.0,763.26196
317,15906.0,16170.0,762.92523
318,2556.0,16170.0,762.64124
319,13911.0,16170.0,762.6379
320,10926.0,16170.0,762.5309
321,3709.0,16170.0,762.03265
322,16170.0,22515.0,761.9159
323,16170.0,19410.0,761.90265
324,16170.0,23452.0,761.8076
325,2607.0,16170.0,761.1841
326,3710.0,16170.0,760.57513
327,14484.0,16170.0,759.8041
328,16170.0,20921.0,758.82916
329,11548.0,17241.0,758.7014
330,13824.0,16170.0,758.55896
331,16170.0,23292.0,758.4699
332,7747.0,16170.0,758.3482
333,16170.0,25329.0,758.2023
334,3581.0,22399.0,758.11066
335,15822.0,16170.0,757.93146
336,19992.0,22439.0,757.7034
337,2581.0,16170.0,757.22595
338,2619.0,15880.0,757.1572
339,14550.0,16170.0,756.375
340,4887.0,16170.0,756.358
341,4259.0,16170.0,755.4888
342,15880.0,19593.0,755.4271
343,3911.0,16170.0,754.8429
344,11310.0,16170.0,754.7223
345,11821.0,16170.0,754.70355
346,567.0,16170.0,753.61884
347,16170.0,26058.0,753.4144
348,16170.0,27710.0,753.2262
349,16170.0,27495.0,753.1624
350,25620.0,27305.0,753.0089
351,14840.0,16170.0,752.88245
352,16170.0,26446.0,751.3312
353,16170.0,19740.0,751.25085
354,16170.0,27330.0,751.1776
355,25620.0,25621.0,749.9794
356,3581.0,5994.0,749.48895
357,3150.0,19992.0,747.1342
358,15594.0,16170.0,746.64716
359,2794.0,16170.0,746.49603
360,3708.0,17241.0,746.2523
361,10517.0,16170.0,746.157
362,5669.0,16170.0,745.83856
363,3581.0,4887.0,745.79565
364,8872.0,15880.0,745.7079
365,3581.0,17044.0,745.0565
366,19554.0,19992.0,744.94604
367,1882.0,16170.0,744.5464
368,9630.0,16170.0,743.83374
369,346.0,3581.0,743.59973
370,3581.0,17811.0,742.75836
371,6673.0,15188.0,741.47754
372,16170.0,22157.0,741.2675
373,10990.0,16170.0,741.0385
374,16170.0,20596.0,740.6526
375,3581.0,16256.0,740.4816
376,16170.0,16253.0,739.903
377,17241.0,24740.0,739.85254
378,15880.0,18948.0,739.7841
379,3581.0,26764.0,739.68335
380,16170.0,18176.0,739.4752
381,14266.0,16170.0,739.45776
382,6511.0,15880.0,738.96735
383,15880.0,22743.0,738.70874
384,16170.0,21345.0,738.54767
385,16170.0,18840.0,738.3738
386,7229.0,16170.0,738.1062
387,1339.0,11454.0,737.5536
388,3581.0,26058.0,737.3568
389,3581.0,10507.0,737.11615
390,15880.0,19172.0,736.8981
391,16170.0,22144.0,736.7151
392,16170.0,21496.0,736.42615
393,16170.0,26406.0,736.25446
394,15880.0,21498.0,736.1285
395,13251.0,16170.0,735.2222
396,15880.0,17785.0,735.0791
397,15880.0,19509.0,734.3784
398,16170.0,19620.0,734.1983
399,9994.0,15880.0,734.16815
400,8489.0,16170.0,733.9718
401,9347.0,16170.0,733.7094
402,16170.0,19350.0,733.3043
403,16170.0,19896.0,733.04315
404,16170.0,24929.0,732.7477
405,9218.0,16170.0,732.74316
406,2538.0,16170.0,732.3268
407,3581.0,23327.0,731.88806
408,17241.0,24205.0,731.88184
409,16170.0,22171.0,731.1142
410,15121.0,16170.0,730.99255
411,16170.0,20687.0,730.76355
412,16170.0,25778.0,730.71045
413,15880.0,26772.0,730.68225
414,16170.0,16281.0,730.22546
415,3488.0,16170.0,729.64075
416,5089.0,16170.0,729.61566
417,15880.0,21919.0,729.52136
418,7562.0,15880.0,729.3791
419,16170.0,18325.0,729.05646
420,2300.0,16170.0,728.9238
421,7858.0,16170.0,728.60736
422,16170.0,21956.0,728.3776
423,14877.0,16170.0,727.95544
424,16170.0,19123.0,726.8948
425,9372.0,17241.0,726.2212
426,13307.0,17241.0,726.19775
427,14128.0,16170.0,726.1976
428,3581.0,16090.0,726.00415
429,16170.0,19044.0,725.78064
430,16170.0,26572.0,725.7342
431,8434.0,16170.0,725.16656
432,12873.0,16170.0,724.576
433,16170.0,27366.0,724.5725
434,843.0,16170.0,723.3181
435,10275.0,16170.0,723.2597
436,16170.0,25238.0,723.0259
437,1540.0,16170.0,722.97253
438,474.0,16170.0,722.7968
439,16170.0,27759.0,722.766
440,715.0,16170.0,722.5563
441,16170.0,21578.0,722.5367
442,4110.0,16170.0,721.9409
443,532.0,15880.0,721.8336
444,16170.0,20924.0,721.75934
445,6051.0,15880.0,721.7227
446,11890.0,16170.0,721.6927
447,16170.0,23284.0,721.30054
448,7413.0,16170.0,721.2245
449,16170.0,23491.0,720.74567
450,5060.0,27305.0,720.33246
451,14751.0,16170.0,719.99805
452,16170.0,17656.0,719.4819
453,150.0,16170.0,719.4796
454,11574.0,18255.0,718.8386
455,20130.0,20131.0,717.6385
456,15880.0,19818.0,717.3463
457,16034.0,16170.0,717.2883
458,15880.0,18075.0,717.2187
459,16170.0,27536.0,716.9423
460,15880.0,20050.0,715.7745
461,16170.0,22399.0,715.2154
462,11199.0,15880.0,714.70715
463,3150.0,11896.0,714.49054
464,12452.0,16170.0,714.2752
465,5799.0,15880.0,714.1086
466,7917.0,16170.0,713.42926
467,3499.0,14086.0,712.8553
468,3581.0,21779.0,712.8334
469,3581.0,18840.0,712.7414
470,16170.0,22729.0,712.5313
471,3581.0,11989.0,712.00806
472,1519.0,16170.0,711.95807
473,3581.0,12218.0,711.87604
474,442.0,16170.0,711.4991
475,13400.0,16170.0,710.9224
476,2165.0,16170.0,710.7233
477,16170.0,27498.0,710.5512
478,13654.0,15880.0,710.08813
479,2610.0,16170.0,710.035
480,15627.0,16170.0,709.9582
481,16170.0,17327.0,709.3243
482,15880.0,22468.0,709.3161
483,461.0,19992.0,708.9331
484,14599.0,16170.0,708.76953
485,7642.0,16170.0,708.7251
486,26519.0,26522.0,707.777
487,16170.0,18122.0,707.6861
488,3944.0,16170.0,707.61005
489,16766.0,27305.0,707.53546
490,16170.0,24281.0,707.50354
491,17241.0,17370.0,707.01935
492,9378.0,15880.0,706.4687
493,16170.0,26194.0,706.3722
494,15852.0,16170.0,706.09894
495,9800.0,16170.0,706.05664
496,3581.0,23310.0,705.7356
497,13919.0,16170.0,705.6904
498,16170.0,20816.0,705.3231
499,9180.0,16170.0,705.03046
500,16170.0,21654.0,704.9233
501,16170.0,20381.0,704.72375
502,13570.0,16170.0,704.70856
503,3581.0,25044.0,704.7066
504,3581.0,20764.0,704.6921
505,1340.0,16170.0,704.51526
506,5128.0,15880.0,703.78156
507,3581.0,15880.0,703.20355
508,8599.0,11574.0,702.8959
509,3807.0,16170.0,702.6425
510,1339.0,9711.0,702.6188
511,16170.0,23013.0,702.61633
512,6550.0,16170.0,702.582
513,2477.0,15880.0,702.5506
514,6771.0,16170.0,702.4426
515,16170.0,22466.0,702.35706
516,15880.0,22514.0,702.2627
517,4901.0,15880.0,702.247
518,16170.0,18181.0,702.21906
519,14162.0,19992.0,702.04535
520,4770.0,15880.0,700.5854
521,8579.0,16170.0,700.0828
522,5152.0,16170.0,699.98706
523,13807.0,15880.0,699.9191
524,3581.0,20388.0,699.80023
525,15880.0,22287.0,699.741
526,6401.0,16170.0,699.705
527,3581.0,14520.0,699.511
528,8387.0,16170.0,699.1443
529,819.0,16170.0,698.88135
530,11515.0,16170.0,698.6121
531,16170.0,17127.0,697.7576
532,15880.0,16987.0,697.60236
533,1513.0,16170.0,697.5961
534,15808.0,15880.0,697.5534
535,3581.0,24395.0,696.9784
536,8506.0,15880.0,696.887
537,8109.0,16170.0,696.8661
538,11671.0,16170.0,696.621
539,16170.0,23675.0,696.41156
540,16170.0,20340.0,695.9719
541,3581.0,12301.0,695.8717
542,10249.0,15880.0,695.77814
543,16170.0,23574.0,695.63403
544,1119.0,15880.0,695.2687
545,3260.0,16170.0,695.15765
546,26492.0,27305.0,694.9432
547,16170.0,23255.0,694.9087
548,13791.0,16170.0,694.7616
549,2366.0,8927.0,694.6179
550,16170.0,22833.0,694.48615
551,15880.0,23181.0,694.36334
552,16170.0,18712.0,694.1348
553,3581.0,21797.0,694.0642
554,4299.0,16170.0,693.7918
555,7822.0,16170.0,693.7184
556,14085.0,15880.0,692.95105
557,17241.0,19547.0,692.6827
558,9333.0,16170.0,692.6682
559,16170.0,20126.0,692.6417
560,9984.0,15880.0,692.4628
561,16170.0,17578.0,691.97064
562,4420.0,16170.0,691.68665
563,15284.0,16170.0,691.2345
564,15880.0,22737.0,691.10614
565,4414.0,16170.0,690.92084
566,11566.0,16170.0,690.852
567,15880.0,26526.0,690.63605
568,14141.0,27305.0,690.6275
569,15516.0,16170.0,690.2245
570,16170.0,25335.0,689.78613
571,16170.0,18065.0,689.7503
572,16170.0,25001.0,689.4377
573,16170.0,25579.0,689.21014
574,1795.0,16170.0,688.69336
575,16170.0,16699.0,688.4199
576,3581.0,23942.0,688.3925
577,15880.0,16258.0,688.1327
578,14035.0,15880.0,688.07355
579,1203.0,16170.0,687.8283
580,10519.0,16170.0,687.6034
581,11688.0,16170.0,687.13495
582,16170.0,21687.0,687.10956
583,10507.0,16170.0,687.0979
584,16170.0,26828.0,686.8625
585,3581.0,6444.0,686.8601
586,16170.0,23471.0,686.6231
587,16170.0,25892.0,686.3028
588,16170.0,22882.0,686.20465
589,1948.0,15880.0,686.07434
590,16170.0,16320.0,686.00006
591,4349.0,16170.0,685.9821
592,3516.0,9060.0,685.8086
593,16170.0,23356.0,685.7651
594,2906.0,16170.0,685.71844
595,2719.0,15880.0,684.55774
596,11200.0,16170.0,684.4194
597,9405.0,16170.0,684.27167
598,15880.0,24292.0,684.1512
599,4858.0,9711.0,683.771
600,3543.0,26526.0,683.6437
601,3581.0,18551.0,683.59064
602,11896.0,22439.0,683.4236
603,2416.0,27305.0,683.1441
604,16170.0,22158.0,682.7857
605,10840.0,16170.0,682.34357
606,831.0,16170.0,681.998
607,15880.0,17325.0,681.6382
608,10854.0,16170.0,681.2597
609,16170.0,22791.0,681.1841
610,25188.0,27305.0,681.1692
611,16170.0,27133.0,680.80615
612,16170.0,18585.0,680.79425
613,8912.0,17241.0,680.64856
614,2786.0,16170.0,680.5989
615,6198.0,15880.0,680.4341
616,6799.0,16170.0,680.2777
617,7947.0,16170.0,680.15656
618,6496.0,15880.0,679.6514
619,2844.0,15880.0,679.55096
620,16170.0,25847.0,679.4282
621,3543.0,3581.0,679.36444
622,7802.0,16170.0,679.0084
623,12150.0,16170.0,678.9009
624,15880.0,23293.0,678.7548
625,3581.0,19125.0,678.71875
626,16170.0,22965.0,678.6574
627,1187.0,15880.0,678.61035
628,16170.0,26211.0,678.5107
629,11078.0,15880.0,677.4451
630,6214.0,27305.0,677.37103
631,9855.0,15880.0,677.2067
632,17241.0,27918.0,677.20215
633,204.0,16170.0,677.1866
634,7132.0,16170.0,676.9802
635,16170.0,21606.0,676.63354
636,4179.0,16170.0,676.6229
637,16170.0,21519.0,676.54614
638,15880.0,27099.0,676.2069
639,4600.0,16170.0,675.92126
640,16170.0,23327.0,675.72754
641,16170.0,19843.0,675.25757
642,16170.0,23387.0,675.231
643,16170.0,27280.0,675.1819
644,7405.0,16170.0,674.81116
645,3581.0,5669.0,674.6397
646,16170.0,24616.0,674.5525
647,15880.0,17076.0,674.4586
648,17034.0,17241.0,674.1457
649,15880.0,19132.0,673.9485
650,3581.0,26526.0,673.81366
651,16170.0,26035.0,673.5692
652,12443.0,16170.0,673.5445
653,3581.0,10068.0,673.3766
654,16170.0,16960.0,673.3302
655,5225.0,16170.0,673.32764
656,14038.0,16170.0,673.17786
657,12192.0,16170.0,673.05
658,16373.0,19992.0,672.85724
659,3742.0,16170.0,672.8559
660,463.0,16170.0,672.39136
661,11078.0,16170.0,672.1669
662,10621.0,15880.0,671.99713
663,6654.0,17241.0,671.8837
664,3314.0,16170.0,671.7407
665,2168.0,3581.0,671.6786
666,16170.0,22344.0,671.6701
667,3581.0,13798.0,671.5308
668,3581.0,19896.0,671.4468
669,878.0,16170.0,671.4142
670,16170.0,22574.0,671.3653
671,7935.0,16170.0,670.8272
672,17241.0,20031.0,670.68536
673,7260.0,27305.0,670.33105
674,8393.0,16170.0,670.246
675,19992.0,25463.0,670.19543
676,11867.0,16170.0,670.0587
677,16170.0,17006.0,669.94696
678,1380.0,15880.0,669.94086
679,13453.0,16170.0,669.9389
680,6797.0,16170.0,669.9099
681,11492.0,16170.0,669.80475
682,3517.0,20799.0,669.77405
683,16170.0,16355.0,669.53674
684,16170.0,20658.0,669.3429
685,16170.0,20456.0,669.3163
686,4858.0,8927.0,668.93414
687,11574.0,25025.0,668.75
688,1927.0,16170.0,668.74976
689,304.0,3581.0,668.7497
690,2842.0,16170.0,668.4347
691,3581.0,3807.0,668.24414
692,3581.0,8489.0,668.18695
693,14547.0,16170.0,667.9856
694,11896.0,19554.0,667.9601
695,3516.0,25786.0,667.70715
696,19992.0,27084.0,667.4497
697,10402.0,16170.0,667.4246
698,8162.0,16170.0,667.03986
699,14141.0,16170.0,666.67395
700,16170.0,21913.0,666.6071
701,15880.0,22616.0,666.36304
702,563.0,17241.0,666.331
703,5620.0,15880.0,666.30994
704,15880.0,24244.0,666.1507
705,15432.0,16170.0,666.02264
706,16170.0,21901.0,665.6745
707,3581.0,6842.0,665.5624
708,15880.0,16603.0,665.5506
709,15880.0,19955.0,665.104
710,9875.0,16170.0,664.95087
711,3396.0,16170.0,664.47284
712,4967.0,16170.0,664.3116
713,2348.0,16170.0,664.10944
714,3581.0,17588.0,664.03406
715,583.0,15880.0,663.9496
716,3581.0,11775.0,663.8427
717,16170.0,19245.0,663.706
718,3581.0,13407.0,663.60126
719,3581.0,14886.0,663.4566
720,10159.0,16170.0,662.8614
721,16170.0,18129.0,662.7722
722,3581.0,9711.0,662.7306
723,16170.0,24702.0,662.5286
724,4320.0,16170.0,662.4242
725,13289.0,15880.0,662.3239
726,8928.0,16170.0,661.3037
727,6850.0,16170.0,661.28503
728,16170.0,19847.0,660.97864
729,1364.0,17241.0,660.7964
730,16170.0,20444.0,660.5168
731,16170.0,19895.0,660.3958
732,26522.0,27305.0,660.38
733,15880.0,16158.0,660.20856
734,15880.0,19620.0,660.0645
735,3851.0,15880.0,659.5818
736,16170.0,18202.0,659.2836
737,14268.0,16170.0,659.2755
738,14639.0,16170.0,658.776
739,16170.0,19170.0,658.7526
740,15880.0,17653.0,658.6092
741,14375.0,15880.0,658.4377
742,6515.0,16170.0,658.22064
743,3362.0,16170.0,658.11584
744,1550.0,8927.0,658.0888
745,4440.0,16170.0,658.0544
746,5397.0,15880.0,657.8445
747,15880.0,19423.0,657.7952
748,8.0,15880.0,657.7848
749,2366.0,9711.0,657.5098
750,17241.0,27548.0,657.5057
751,2760.0,16170.0,657.2852
752,3581.0,18761.0,657.2189
753,3516.0,11985.0,657.1395
754,10794.0,15880.0,657.02747
755,14009.0,16170.0,656.99866
756,1835.0,16170.0,656.85406
757,16170.0,27830.0,656.7104
758,10672.0,16170.0,656.63513
759,26530.0,27305.0,656.6002
760,2541.0,16170.0,656.47266
761,16170.0,19002.0,656.1738
762,3516.0,13820.0,656.0372
763,3581.0,26542.0,655.9725
764,17241.0,27643.0,655.4608
765,3150.0,22439.0,655.035
766,7211.0,16170.0,655.014
767,2971.0,3581.0,654.8939
768,16170.0,21293.0,654.8927
769,5908.0,16170.0,654.8267
770,6924.0,16170.0,654.0515
771,16170.0,23845.0,654.03033
772,13196.0,19992.0,653.66815
773,16170.0,23916.0,653.19293
774,9950.0,16170.0,652.61
775,11887.0,16170.0,652.5209
776,15880.0,22953.0,652.51984
777,15880.0,26928.0,652.4196
778,3071.0,16170.0,652.3599
779,15880.0,24293.0,652.2144
780,8777.0,15880.0,652.1536
781,16170.0,22041.0,651.8757
782,3581.0,24172.0,651.77325
783,3581.0,6850.0,651.0941
784,3581.0,13600.0,650.909
785,16170.0,17606.0,650.4469
786,10412.0,15880.0,650.3738
787,16170.0,20057.0,650.1256
788,19992.0,27954.0,649.99664
789,16170.0,22597.0,649.94574
790,3580.0,16170.0,649.9376
791,16170.0,26702.0,649.6823
792,16170.0,25625.0,649.513
793,4917.0,15880.0,649.48944
794,19559.0,27305.0,649.06165
795,16170.0,24934.0,648.6568
796,3581.0,10391.0,648.6467
797,5060.0,8927.0,648.50134
798,7329.0,15880.0,648.4667
799,2606.0,3581.0,648.33215
800,15880.0,25509.0,648.18164
801,6354.0,16170.0,648.1582
802,3369.0,16170.0,648.15247
803,7842.0,15880.0,647.94586
804,15880.0,23589.0,647.71936
805,6268.0,16170.0,647.479
806,3466.0,16170.0,647.44586
807,3517.0,16286.0,647.4361
808,854.0,16170.0,647.4281
809,15880.0,18748.0,647.21
810,1412.0,3581.0,647.1427
811,18942.0,27305.0,647.1074
812,7546.0,16170.0,646.95154
813,3581.0,9860.0,646.94574
814,15533.0,15880.0,646.7571
815,16170.0,19590.0,646.0034
816,3581.0,24426.0,645.8928
817,16170.0,24378.0,645.8717
818,16170.0,20715.0,645.82263
819,5291.0,15880.0,645.3079
